User,Tweets,Tweets_with_Emoji,Gender,Race
841778539309465601,59,26,,
3232563806,2975,398,,
928410873021923329,0,0,,
32834017,867,35,,
838036075620761604,646,308,female,white
2875285147,19,2,male,white
3113049723,192,4,,
603347814,3154,187,,
921131502099873792,28,5,male,asian
814076407068393472,145,118,,
3930057263,1066,468,,
3005689970,0,0,,
245191298,1237,484,,
848131320454668288,6,0,female,hispanic
969289341620060161,1003,643,,
4485629015,195,51,female,
861026843092291584,1116,183,,
783228457,0,0,,
363322414,0,0,male,asian
2986931917,174,5,male,white
824151114979409921,19,4,female,white
504492270,213,31,female,white
19892990,186,104,male,hispanic
523563223,224,68,,
709390020293951492,65,0,male,asian
740935724732669952,0,0,male,white
773008980025245696,0,0,male,asian
2900087933,0,0,male,
2627251750,0,0,,
765200271836258304,822,249,male,asian
1709311027,800,257,female,white
2423725190,456,57,male,black
3141005132,115,37,,
593128975,908,275,female,black
945418597760892928,0,0,,
920398207481413634,151,81,female,white
940460354,2813,1940,,
4242416655,0,0,,
18706305,826,87,,
249264139,11,1,,
96459558,563,0,,
845296875620175872,331,312,,
579287636,79,50,,
2169965598,2492,2,,
857211975465443331,3123,1349,,
610933129,145,56,male,white
894029598102388736,3239,0,female,asian
289883574,2193,193,,
723104376525447168,2400,6,,
843182625644822533,1851,218,,
553489697,2467,1645,,
937765326984531969,0,0,,
879615895311597569,0,0,male,asian
4133212407,83,20,,
757134642772320256,135,26,,
721776786187661314,704,0,,
2499296844,593,436,male,black
2279714903,438,159,female,white
153463826,1409,539,,
1675345256,1564,772,,
256184059,0,0,,
936813572,0,0,male,white
701843098842886144,289,56,female,white
181481593,0,0,,
358789268,83,27,female,white
950858257345605632,810,170,,
1696855560,410,102,male,asian
246510962,37,20,female,black
2466971900,428,0,,
796219863861587969,505,307,male,asian
963082033714094080,0,0,male,white
885959017658544129,0,0,,
909555018801414145,1323,89,,
3002462002,962,493,female,
757749170270769152,60,5,,
843480382922088448,0,0,,
782978295377920000,352,98,,
3421801845,0,0,female,black
33020202,267,42,,
962726360774037505,3,0,,
2663633341,1063,302,female,white
855107787424235522,290,1,male,white
878875992022036481,190,25,,
150168669,255,28,male,
967238239567347712,0,0,,
872672290005164032,0,0,male,asian
2783943705,379,115,male,black
3304202703,0,0,,
2574690217,67,34,,
2911453134,0,0,,
948221520689750017,0,0,female,white
622001493,0,0,,
970151159309549569,420,4,,
207567447,0,0,female,
374072283,0,0,male,asian
563024477,494,22,,
815646137600405504,0,0,,
895442458447929345,66,24,,
2292655554,0,0,female,asian
176963275,2728,172,male,white
1518026444,37,0,male,hispanic
2934936738,0,0,female,
236554227,24,12,male,white
885731043222749185,0,0,,
871135276386668544,0,0,,
3066459942,2951,330,,
970815392,0,0,male,asian
933824173658525697,520,110,female,black
425885820,0,0,,
1537867130,136,66,female,white
3189337442,3054,310,female,
908660980732719107,101,39,,
1058387737,1473,95,female,white
4282286474,0,0,,
408401173,173,10,,
2223890358,679,15,,
2507269693,564,80,,
813847470153273345,0,0,,
266818199,7,0,,
2391576061,31,18,female,white
960501802083893248,0,0,,
2167054035,1064,134,female,black
207941129,1706,840,male,black
2978998174,83,5,female,white
903375520729092096,36,0,,
311734291,2095,1261,female,white
846525953689866240,611,12,,
432290779,941,71,male,asian
973775238919049216,0,0,female,white
961434007006101504,165,0,female,asian
922465105245114371,1496,75,male,asian
793999299872964608,318,46,male,black
740237576099889152,1956,335,,
1370114797,2123,62,,
2554702574,320,0,,
246214157,48,32,female,white
969031105163776005,0,0,,
951568205234847749,0,0,,
622611968,197,6,,
913080134466510848,71,40,,
970197908,149,46,,
818507009410535426,0,0,male,asian
1053384438,1075,341,male,white
1046958876,2506,1,male,white
560164899,126,26,,
961932192770338817,2774,0,,
948050778186551296,1073,194,female,black
891616826123182080,0,0,,
756118955320745984,2215,1,,
903882752981745664,0,0,,
826906349845958657,810,1,,
112405794,1344,670,female,white
910166565110214656,0,0,,
872172657302798336,628,253,,
749679199,557,9,male,white
2386916467,240,69,female,asian
938733504539561985,345,68,,
945534904292593664,100,20,male,
356498960,73,5,male,white
3605774539,0,0,male,asian
1268716291,3139,1278,male,
959993443484295169,0,0,male,asian
18777618,1932,10,,
763014202113953792,3204,987,,
862573324097830912,73,52,male,asian
171168042,139,2,,
968868028728295425,0,0,,
159522647,2865,282,,
1965612534,452,48,female,white
749965933867827200,132,52,,
1366119343,674,489,female,white
796358439840559104,5,0,male,asian
4021033873,2189,0,,
705353060155936768,1464,54,,
922052240113831936,540,77,female,white
4898191315,0,0,female,white
2413795609,652,633,female,asian
2806937449,47,16,,
4697001115,3058,120,,
211536372,0,0,male,white
2578590724,307,139,female,hispanic
926820406736052224,12,0,male,hispanic
888801965886644225,112,28,female,black
879327413359919106,0,0,,
1657562192,6,0,female,
230970608,525,190,male,black
355788384,0,0,female,hispanic
915407240,1470,167,female,black
4012028363,0,0,,
2675617248,441,0,,
938234381583360000,0,0,,
372290835,187,20,,
3416316447,1081,11,,
86775396,2295,711,female,white
423404229,0,0,male,asian
107470254,781,64,female,
330871894,1070,27,,
845141457409196033,570,70,male,
1930587986,1338,85,,
2362682922,471,23,male,asian
953572949700706304,107,16,,
713349668059480064,83,28,male,asian
594929442,1529,610,female,black
2157757360,0,0,female,asian
832434321231224832,0,0,,
589456143,294,13,,
1557280052,752,306,female,
956184557484613632,2,1,female,asian
888342159899860992,3216,0,male,asian
969664656896913409,6,0,,
1570848252,291,23,,
1316148114,0,0,female,asian
935864001635876865,84,19,male,asian
296031125,189,26,female,white
3141100956,0,0,male,asian
855969922790379521,79,8,,
875570594992971780,1223,95,female,white
71148230,0,0,,
275847001,348,2,,
563982814,73,19,female,
968364763431559168,0,0,male,white
822809421973598208,0,0,,
971686409726603265,0,0,,
2833085160,0,0,male,asian
1111908728,0,0,,
738210336449265665,3231,0,,
494895164,496,49,,
3350274591,585,308,female,
804794977037537280,231,3,,
1007871396,138,43,,
420218465,675,642,,
2312842412,2384,61,,
1619431237,3240,0,male,
632729727,1164,0,,
584373804,0,0,,
846655455778684929,308,6,,
1234399411,0,0,male,other
970837411302461440,131,88,,
782354451126452225,1426,0,female,white
814870301292924928,753,3,,
786230903005671424,1336,55,,
415698477,3237,1459,male,
826040666496987136,169,10,,
2685515209,607,72,male,asian
746781529079111682,245,40,,
2714263165,0,0,female,white
931038868870021120,0,0,,
957424891547889664,0,0,female,
38672579,1651,0,female,asian
759732688135688193,0,0,male,white
2749103799,977,296,,
710633775709851648,0,0,female,black
2441218139,43,33,male,black
768792239711539201,21,6,,
806351961368969216,3262,59,,
862824695607025664,1410,282,female,white
2878240372,1847,47,,
449756535,57,3,,
727532733661122562,1026,1,,
817889764439392256,0,0,female,white
2361613970,281,3,,
2886319496,1264,78,,
456152429,1182,621,female,white
822482934959603712,191,21,,
846426291268128769,119,0,,
918808819102310401,0,0,male,asian
939781903690936320,1756,100,male,asian
21371939,1247,23,,
1280597148,198,38,male,hispanic
2787088570,457,128,,
2826819594,518,100,male,
43471484,474,420,female,black
4829430023,1702,932,,
3282860713,0,0,male,other
937554826052886528,198,107,female,white
866385394102939648,728,336,male,white
911785403677523968,0,0,,
3192306973,0,0,male,asian
3238272751,836,207,male,black
726043648505221120,390,12,,
374893169,737,8,,
3190948908,0,0,,
973814962874470402,0,0,,
955341078,20,1,male,asian
955743764873601024,1384,199,female,white
740280066727239681,3076,253,male,asian
940967620668358656,4,0,male,
848915114468290562,0,0,female,white
806524362983501824,138,50,,
939225296234078208,17,1,,
1936958756,3263,0,male,asian
797915872014770176,776,131,,
3719713702,573,8,,
1358236662,3210,176,,
1422274189,274,65,female,black
827423320895164416,271,67,,
1344409772,1562,2,,
289012553,1543,51,female,hispanic
868949665,0,0,,
956841314611617792,0,0,male,white
914894089996374016,43,6,male,
948784705301757953,109,18,,
777834188158472192,0,0,,
4025212220,2203,105,,
827492723322155008,1,0,,
956488044332376065,2667,2,,
111328834,558,4,,
350986145,253,28,,
1483163215,11,3,male,white
848127465079918592,722,722,,
520819849,0,0,,
319981639,496,1,,
41603960,645,8,male,white
1058361020,432,13,male,white
724773586334969861,8,1,,
462958866,24,2,male,white
448894785,2002,354,female,hispanic
871602074458349572,65,7,,
1360460588,2054,54,male,white
554386364,837,21,male,asian
962832129146077184,95,52,,
2920431736,1416,764,female,white
3303492970,692,155,,
56342183,54,21,female,white
945465113934532609,2262,377,female,white
2941873538,165,11,,
174648122,841,1,male,
93476257,602,7,,
230121068,240,162,female,white
2413488384,3240,0,,
731776248108728320,152,5,,
868801627951472640,0,0,,
2617628594,56,1,male,
866705958205923328,0,0,,
55881753,615,40,,
808164656195899392,56,52,,
1890616128,3230,3,,
578163957,2035,169,female,
332429152,172,122,female,
883152665831768064,97,49,female,
802305582539620352,603,103,,
950327792054530049,0,0,,
74126267,43,2,female,white
1562128388,5,0,male,
4861720469,1019,79,female,white
898915924178198528,2541,598,,
958855507,74,15,,
821480732476510213,3,3,male,
1455278934,4,1,,
910318717686255616,85,1,,
3129613674,561,6,male,white
791224016849793024,20,1,,
2164807579,520,155,female,
290078398,85,17,,
459264335,0,0,,
2891510368,0,0,female,black
3208161740,548,11,,
923562195673284608,0,0,female,white
76665246,1273,40,male,white
555870227,16,9,male,black
2786090933,259,87,,
890196261474881540,0,0,,
2502216321,922,61,,
806545434,2565,78,,
125592377,2945,31,,
4344481221,166,17,,
2379518203,3258,2,male,white
882190475268022273,12,2,male,asian
771239174,90,2,male,asian
2275046628,84,32,female,
2367442465,34,7,female,white
570657058,4,0,,
2256102164,749,161,,
34087644,84,9,,
771498062,322,260,male,white
822556313217617920,205,8,,
832870187607085056,1120,155,female,asian
1510176018,1165,405,,
834098707,11,1,female,white
880511038172651523,0,0,,
2348765192,0,0,,
2396618391,179,5,,
846963796430245889,3050,840,,
3313385047,0,0,,
738441629883846656,464,223,male,white
1743636001,14,10,,
972696407080550400,0,0,female,asian
75346878,2453,353,,
258935582,609,273,,
713632747525435392,363,54,,
1273147711,122,13,male,black
2369332701,116,97,female,white
886199992725241858,0,0,,
453026554,160,96,male,white
965285926959132672,0,0,,
957662233294770177,1425,144,,
902894688998383618,1054,199,female,
636983501,1123,544,female,
971476113435348997,0,0,,
445688046,3232,0,,
458627970,869,112,female,
910465955762929664,1449,0,,
739045328783958016,282,41,male,hispanic
2612090612,18,7,,
1538207695,195,51,,
723642660,197,18,,
223057675,10,8,female,
3323089073,1133,122,female,white
747815835494846464,1351,92,,
304773518,0,0,female,
3348745846,68,49,,
973064153144307712,873,95,female,asian
833486714874245120,214,26,female,white
960679281188917248,609,511,female,black
598441783,0,0,,
718694568514887681,191,1,,
3163696477,0,0,,
887228994524991488,3242,13,,
759212691768676353,140,4,,
3039933278,0,0,,
459766231,247,221,male,black
267864235,113,12,,
3500487252,26,1,,
247489180,254,18,male,white
114231564,1342,136,,
2750875751,3051,709,,
869780658800873472,22,0,,
958363096367562752,149,39,male,asian
962967630398160896,2768,11,,
778711035565871105,3224,2,,
967107882855608320,0,0,,
2284547239,340,57,,
871968864875069440,501,437,,
3338135594,325,206,female,white
207768852,1865,114,,
3049658258,103,8,,
2930110885,1590,2,,
825398112801923072,0,0,,
1688632765,170,18,,
853670178768515074,35,35,female,white
963440446482522112,26,6,,
2384610859,1801,1131,male,hispanic
3300080278,32,0,male,white
919209292674220032,317,70,male,asian
756529036537454592,1086,12,,
716634781883232256,19,7,female,white
2848253943,1067,200,female,
811819846614667264,1,0,female,asian
835200901493239808,294,32,male,white
716831863084490752,476,56,,
844546352688304130,552,0,male,black
351178276,181,0,,
887927270463217664,982,870,,
510050364,42,25,,
744654463,0,0,,
2672227387,165,38,male,
26195766,336,68,female,
4737669454,3193,192,,
113318610,618,4,,
1058318953,253,0,,
3161032482,2233,102,,
2382572334,3240,1,,
2418275162,0,0,male,
730800542708957184,0,0,male,asian
918598335040286720,0,0,male,white
3031798718,1039,152,male,asian
264530834,960,247,female,white
154889631,542,428,male,asian
941421272,711,6,,
868628596134469635,392,35,,
2261186124,1761,197,,
839683055103143936,413,46,,
881057995706122240,134,46,,
2888442115,0,0,male,asian
1648906105,0,0,,
896328756435992576,1440,61,,
66264141,0,0,female,black
760603585038213120,2080,127,,
14239738,669,4,,
491159218,2333,1461,female,
333511195,115,25,female,white
759711165664538624,62,5,,
972074555765227520,0,0,female,
2480091102,1328,679,female,white
2730457255,69,39,,
882849606660374528,519,164,,
1278803269,40,0,female,black
3515549784,0,0,male,asian
903465276196372481,91,30,,
830396733213466624,3236,0,,
803470596,173,16,female,white
2669704712,7,2,female,white
3606805394,540,76,,
2519400090,656,83,,
943636508,1555,284,male,asian
430786472,144,6,,
3644904495,0,0,,
3243087684,3237,543,,
99808898,1043,540,,
1547878926,1169,477,male,asian
1339646204,230,58,female,
961094016514314240,0,0,,
2207013013,973,217,,asian
3708991092,3265,1,,
227697375,155,112,female,white
917915669383073793,656,583,female,
53013374,393,80,,
824091062,1056,20,male,white
748459006876737536,0,0,,
1077831584,0,0,female,white
864698742795943936,9,6,male,asian
905765087805366273,233,5,,
308059570,1481,235,,
243242091,41,0,,
849994588198547456,3226,0,,
973598716295831553,3,0,male,white
215736272,0,0,female,white
495450836,244,32,,
914905705777262592,0,0,female,asian
1671730603,76,2,male,white
708958842982408192,0,0,male,black
1559767620,3055,719,,
761588167212404736,171,104,,
374234532,332,311,female,
98219099,49,0,,
376091167,0,0,,
869566865281921024,830,181,,
954587545576161280,79,1,female,asian
4864669851,2179,63,,
972634463992623104,125,25,,
89589621,147,15,,
962945590937124864,0,0,male,asian
868197310337097734,26,0,,
739334489340420096,3035,1423,,
1390754851,797,8,male,
4691799739,0,0,female,white
2541539606,0,0,,
820223029150040065,1292,0,,
922150528523685888,418,296,,
127715165,176,14,male,white
726550109748645888,933,10,,
585642759,0,0,,
787375401383452673,407,64,female,white
3033640259,276,15,male,
349383820,72,0,,
4643752394,418,418,,
907024074,987,114,,
784403501866680320,136,11,,
972980742551584769,567,20,,
3735173893,2082,163,,
930442038188711937,3,1,,
937653881181421569,254,9,,
130443762,2,0,,
526833943,2519,524,female,white
920194462931861505,2,0,,
2790581261,1154,501,male,black
2461833626,1661,438,male,asian
160224371,0,0,,
568649840,1365,566,male,black
75347149,620,121,male,white
3219097167,962,194,,
912968796759101440,3,0,,
3436840995,76,46,female,black
470045881,343,75,male,asian
307166838,0,0,female,asian
714138556407488513,1163,36,,
183395141,513,237,,
1563486546,0,0,female,white
1609066356,394,379,female,asian
892771186903568385,2376,2309,,
3187954328,0,0,female,white
971221618797113344,1554,0,,
933461777379201025,3224,15,,
3348641206,3220,0,,
3063744621,7,6,female,white
777038705311625216,2780,20,,
730528788262490113,329,147,,
966669682769047552,393,39,,
238528644,37,0,,
2847486175,2363,44,,
914568283075993600,92,53,female,asian
899955263137918976,243,9,male,white
703167308089282560,24,11,female,asian
4353644669,596,181,,
1547323141,80,7,,
818067608754790402,437,24,male,asian
951576687736770565,9,3,male,other
783692132456497152,706,327,male,
2797718305,227,21,,
529293368,0,0,male,
1554581635,137,39,,
1907089124,36,3,,
911147810,3229,0,,
2806434087,7,0,,
3111759292,217,48,,
410786920,1148,377,female,
906700700167622657,1593,464,female,black
4857904880,0,0,,
889210505801474049,6,4,male,white
899268018194087936,16,0,,
944175270495444997,49,35,female,white
834958989179961348,0,0,,
964339959464423424,2890,0,,
48351889,96,28,male,white
199781355,121,5,female,white
378077682,0,0,,
2640362636,11,0,,
779325402,1823,52,female,black
1440984949,0,0,,
972580356544172037,0,0,,
789450808198828032,40,22,,
2302451149,0,0,male,asian
1714659222,3216,0,,
973074486290407424,0,0,male,asian
1003091106,72,4,,
849876944212574209,0,0,,
728110634743697408,538,306,,
1275351799,708,451,,
3343415232,99,2,,
855678713165369345,0,0,,
2323963476,440,86,,
706436176098406400,44,7,,
973075305337446401,58,17,male,
2796485922,536,57,,asian
526955392,329,38,female,asian
973967955968057346,0,0,,
2772569786,3100,102,,
1670292894,0,0,,
801378538649624576,2023,93,male,asian
437158028,0,0,,
1255408116,3254,0,,
854856865733197824,3266,0,,
970841118962307072,13,2,female,
2311939129,2941,114,,
23494395,40,16,,
832698575624794112,1041,172,,
4825603165,0,0,,
4357837993,0,0,,
820762000775151618,109,33,female,white
466691332,0,0,male,white
3218826097,314,69,,
789634183211737088,331,22,,
1603955390,1878,126,,
739908652228874240,90,21,,
919249982409936896,0,0,,
2989042932,819,539,,
2571013272,2927,26,,
73197927,434,0,,
94600100,5,0,female,white
2289006582,0,0,,
499994139,1275,134,male,hispanic
3301936670,1466,489,,
3415916835,2561,2101,female,
804698183917916160,0,0,,
2792336672,86,16,female,
961959327916482561,1101,612,,
727426082,1814,998,,
1388325894,71,0,,
390012400,156,1,,
2773044754,1732,118,female,black
957056371714740224,0,0,male,asian
2237933522,0,0,,
609794697,202,76,male,asian
775744272767254528,37,5,male,white
712936783202426880,3053,15,,
938476896890826752,364,49,,asian
927367002360082433,431,246,,
1424669113,3259,0,,
774302742340706304,1663,107,male,asian
973829711234240512,0,0,,
864183752242724864,476,224,female,asian
501236820,74,15,female,white
876481929414983680,998,46,,
813464428779831297,0,0,,
212699286,1985,257,,
2964996543,0,0,,
906741916833689601,0,0,,asian
3241589469,3264,0,,
911299890151661568,0,0,,
3040868884,113,13,,
277387270,188,1,male,
2348568546,3242,0,,
903636734386225152,3213,14,,
855330181585620992,801,98,,
1159331978,0,0,female,white
908167107090812928,0,0,female,white
960825756459962368,0,0,,
4836549761,168,23,,
3060061119,0,0,,
1902033834,4,0,female,white
298470465,15,0,female,asian
2964082698,201,135,,
831946423956602883,0,0,female,white
790681224700235777,251,19,,
816849739715117056,38,15,male,asian
22119993,108,3,male,white
2294480272,5,0,,
2320452068,51,0,male,white
953638206456696832,0,0,,
715417612402839552,0,0,,
963487276411117569,238,154,male,black
920980167425536000,242,28,female,white
366321423,1271,266,female,hispanic
783422283658436608,326,0,male,
2858977140,70,0,,
966675913717854210,0,0,,
2517864919,263,14,,
3181442138,198,2,,
2325041437,759,260,female,asian
936290905618649088,138,4,male,asian
798500613755719680,28,27,male,
899769170,54,6,,
2623291025,85,13,female,black
828617752629780480,779,6,,
846245186237693952,0,0,,
105811887,338,9,female,white
819094408242966528,0,0,,
863921477757812736,169,1,,
546470792,0,0,female,black
919543615067635712,729,236,,
727032760955588608,307,0,,
908014366330671105,990,54,,
109728213,301,16,male,white
973775157461508098,0,0,,
1527304225,32,11,,
4427150993,688,0,,
3908329994,0,0,,
775762887721693185,2440,137,,
736644583,332,107,male,white
2871291921,0,0,,
423878208,177,45,female,white
947447414302040066,0,0,female,white
936255934397014016,330,89,,
3399400785,102,7,,
2841213238,967,75,female,hispanic
943782091170418688,882,150,male,black
3515830882,64,8,female,white
452193744,2676,0,,
912833213395083264,165,30,,
868890243671351297,0,0,,
196158835,2454,488,,black
285545091,232,21,male,white
701632431531622400,124,4,female,white
2544405476,548,64,female,white
973632648382963712,143,6,,
3301712620,722,123,,
3262838815,167,8,female,asian
521966122,0,0,female,black
2991098155,36,1,male,asian
957566594506416129,2208,71,male,white
826057274351292417,3256,0,,
46958570,394,29,male,white
1917041756,132,1,,
408018626,8,0,,
1316579701,3246,315,,
1895117857,1964,0,,
291589831,594,10,,
797050153991450624,21,5,male,asian
4489068982,465,158,female,black
522030624,132,12,male,asian
955728506,0,0,female,white
769231457969733632,211,41,,
184893367,213,0,male,
952739884036337665,18,13,male,asian
15763704,140,30,male,black
737440068114120705,1661,494,,
759333065856397312,784,24,,
960825315164434432,0,0,male,
739086152892743682,0,0,,
1432271233,156,47,,
2834998724,0,0,female,
24872862,1383,68,male,white
2848254045,0,0,female,hispanic
814968828295684096,932,31,,
2450388684,388,184,,
2330167376,74,4,,
2608886488,6,0,female,white
756089299125276672,1,0,male,white
170787868,323,210,male,
780076357464182785,0,0,,
533211532,232,10,,
4643730634,296,26,,
2418332028,1412,296,male,white
854230434665775104,1871,16,,
278726878,431,40,,
3012764258,3245,0,,
81711259,0,0,male,white
2867229883,0,0,,
553661682,0,0,,
271663627,2836,33,,
959937003922976768,305,87,male,asian
413117014,1125,644,female,black
972578264878370816,0,0,,
299609128,49,0,female,white
2916763567,517,23,,
1660440853,0,0,,
837235081,938,19,,
726599876176392193,293,120,male,black
747649862,850,3,,
878877617532915712,966,68,,
786883280276627457,1582,82,male,asian
179329707,539,40,female,hispanic
910241943111835648,132,52,female,white
286631957,737,693,,
23639829,279,16,female,white
2297825781,301,215,female,black
928553073982631936,2138,54,,
938430030782201856,288,2,,
157159692,179,18,,
955872485500735488,0,0,male,asian
370285911,228,41,female,white
555101244,0,0,female,asian
1263905731,71,0,,
188032439,0,0,female,white
533252254,386,360,female,asian
26282147,26,1,,
964508277072478208,0,0,,
869316167101534208,0,0,,
229806110,3163,29,,
29145061,1,1,female,white
1152798576,22,5,male,white
160072150,7,1,,
912920064,230,8,,
758963655438323712,114,28,female,white
4199263191,6,0,female,white
2875596913,0,0,,
1339432784,0,0,female,asian
741516449173241856,150,61,,
913092126258339840,728,4,,
968687705608654848,30,0,male,other
1067921814,0,0,,
213382042,204,3,male,white
322654010,547,99,,
3338289880,1,0,,
948619698182094848,0,0,,
275891821,521,174,female,hispanic
290800279,2106,115,,
911611710750035968,1191,0,,
2248941176,82,1,male,asian
2986761368,1004,0,,
767416934455398404,51,1,,
876400974776082432,52,5,male,asian
2164991760,4,0,female,white
882222103835140096,1696,137,,
896802065271447553,1594,868,female,white
928708825003196416,190,1,female,black
2174854776,494,126,female,
18661011,0,0,,
922079872041738240,2077,343,,
915290304428654593,663,28,female,hispanic
14551208,345,172,female,
835402918496886784,0,0,,
817310926500020225,0,0,male,
930295536305000448,1599,44,,
1104021870,354,110,male,
925698969455550464,731,190,female,black
4821525983,439,207,,
1468597820,960,61,,
2802516111,1303,15,male,
2646285236,0,0,female,
1087137438,585,25,male,white
972980787745193984,9,1,,
740734839268212737,431,424,female,white
4821795058,0,0,,
4847241178,575,40,,asian
934804863224967169,1450,320,female,asian
821932070377136129,37,17,female,asian
968365366408896512,36,13,,
983814895,0,0,male,asian
842415721703444484,393,221,,
868408427638337538,0,0,,
390756366,873,71,,
836987791972028416,0,0,,
3287391642,0,0,male,asian
987800762,378,36,female,asian
1882952826,0,0,male,asian
2323606760,1216,23,,
951114360419528705,75,0,,
203012369,21,0,male,white
763977730262077440,0,0,,
157429206,530,106,female,white
109345938,0,0,,
149712643,409,78,,
2148495022,994,68,female,white
751598869096435713,0,0,,
914119783,3263,0,,
744981727186059264,679,105,,
968758985229774850,19,8,female,asian
1062235303,838,15,female,white
851001887600062464,274,79,male,white
877426675138646018,22,0,,
3256703340,113,0,,
776950476252258305,2690,5,female,white
786676548657090560,0,0,,
500921290,0,0,,
3151028635,0,0,female,asian
727016246705803264,841,0,,
960659691511734273,1935,175,male,asian
4867982877,1040,160,female,
4843237117,22,1,female,white
812306351917506560,294,3,,
795144986635317248,2901,16,,
403053368,370,0,,
2489060617,2841,140,,
921770524635746304,32,5,,
2376025321,0,0,,
261469514,105,34,female,hispanic
2226096135,0,0,,
938103728321777667,65,1,,
966297000164519936,0,0,female,asian
137957380,875,26,,
4440169512,838,365,,
612325581,194,68,male,
3329459824,391,49,,
761898853,338,0,male,
2737673986,1595,95,female,hispanic
936118745541603328,0,0,,
899650332543688705,528,432,female,white
19781055,321,0,,
956300143384584192,219,1,,
708188392220004352,501,17,,
961929468758536192,136,46,,
3298604808,1865,1702,female,hispanic
834149980357140480,525,10,,
1334351798,3258,0,,
2812866217,0,0,,
759178406,1026,143,,
809977070,0,0,,
3436047565,147,25,female,
767696266184667136,0,0,female,asian
1931104112,3112,64,,
32438705,1009,69,female,white
842279799531929604,0,0,female,white
1955634517,0,0,female,
219865854,378,290,,
2472607202,84,16,male,white
970407955555405824,504,2,,
749750219919667200,0,0,,
1884562656,155,97,male,hispanic
821689120690839552,57,2,,
3332981404,1212,95,female,white
871990045032431616,10,0,,
962738864120061952,1973,480,,
884837133688504320,3247,376,female,asian
960824153015136256,61,1,,
764133151354552320,0,0,,
2848960753,0,0,female,
881974240605605888,0,0,,
2222982020,13,3,male,asian
957149473586606080,0,0,,
3249870578,380,2,,
2943986918,0,0,,
1086516289,2757,208,,
3638121733,3011,1,male,other
2373268658,794,489,,
937875956080848896,25,13,,
914935877419315200,170,167,female,white
778451183266443264,236,0,,
2721412895,0,0,female,white
2319948099,885,254,male,white
789384518914277376,1879,819,female,asian
4777623976,0,0,female,white
383122573,3210,10,male,white
926662610514100224,0,0,,
952203381765939200,0,0,,
926844017915998210,0,0,male,
525141744,538,5,,
2938791829,2864,117,,
81401054,0,0,,
539547106,48,15,female,white
3533997973,59,1,,
2815769693,0,0,female,white
4423925057,66,22,,
142427599,107,18,male,
790062732,561,109,,
2577688483,2483,20,,
789068658861420544,2457,92,,
210934078,97,28,female,white
3271375339,1533,410,,
960128203959492609,3,0,male,
896756987261833216,2095,1395,,
550772120,129,0,,
3067123109,1124,57,female,black
279551640,12,7,male,white
139622605,0,0,female,
43313021,0,0,,
200153918,1292,438,,
833075177336496129,1979,1344,female,white
800249634065039360,795,147,,
301466654,294,24,female,asian
841034316482203648,3244,0,,
22519872,2794,17,,
963619231785873408,0,0,,
970611796796035072,135,1,male,white
853087137973063680,0,0,male,asian
899870948748296193,127,6,,
3404433333,598,12,,
917503817041801216,59,54,female,white
960143182976622593,1488,237,,
2549096756,0,0,,
1964362736,0,0,,
850453026452189184,0,0,male,hispanic
832155803813490688,1202,701,,
227337465,458,253,female,hispanic
3149046738,2007,35,,
930188961984561152,60,0,,
116569399,1015,443,female,white
817373989169483781,515,103,female,white
895593581590827008,729,24,,
293405001,31,0,male,hispanic
783850322913587200,1992,356,male,black
953920451285278720,70,6,,
908924885988184064,10,0,male,
4927383311,2111,102,male,white
938545276066951169,0,0,female,white
927511748881604609,413,5,,
2384020590,144,7,male,
2942251588,878,73,,
950316478527500288,42,21,,
2869174928,54,21,,
947926557666037760,0,0,,
940128635637211136,0,0,,
819473791868805125,0,0,,
874295720941146112,413,283,male,white
19801306,1216,386,female,white
2763653955,0,0,female,white
2260379365,18,6,male,white
945199267701972993,815,550,female,asian
959294207604109312,3190,4,female,asian
1580838720,0,0,,
940244156760276992,0,0,female,asian
743197890986844160,0,0,,
969623956482416640,0,0,,
761444316069920768,0,0,,
620009762,503,30,male,asian
1089394466,519,52,male,white
710720820209786880,0,0,,
4873008411,497,441,female,hispanic
953991587247214592,718,0,,
2982501407,0,0,female,
820584228555366400,467,18,,asian
1544920897,144,53,,
962669942821871616,0,0,female,white
71137021,839,88,,
3415338347,3238,0,,
933936593508950016,89,18,male,
4830915521,1217,94,,
563812865,35,7,,
63013144,2536,18,female,white
908810708426555393,1172,631,,
2164992276,1053,347,,
3224717928,119,94,,
2950408867,26,1,,
862621254267813889,238,54,male,
889330624804265984,0,0,male,asian
3313259936,2221,733,,
2944163636,757,356,,
80169879,0,0,male,white
1104148609,1156,128,female,
3404319677,0,0,female,white
2990884176,608,504,,
961355584347017217,0,0,female,white
452035063,345,49,female,asian
445164259,139,73,female,hispanic
3009229717,0,0,,
4011786921,0,0,male,black
2983671619,3218,0,,
40956698,597,8,,
466785974,219,17,,
952907980579643394,0,0,,
848031426041839620,135,0,female,black
833681317812244480,0,0,male,asian
3128888329,0,0,male,asian
932692299557036033,0,0,female,white
953941492300636160,0,0,male,asian
757845112491610112,508,316,,
59004804,1564,9,,
241184714,1026,37,,
936596773463719936,0,0,male,asian
847607736183300096,0,0,female,hispanic
761591053,0,0,female,white
785870612183023616,44,0,,
752586848963297280,0,0,,
1052443567,0,0,,
971011799179915264,0,0,,
2507781536,0,0,male,asian
485877002,349,144,,
499487543,119,64,male,white
1587047408,224,15,female,white
427091067,1488,494,male,black
